,Gene,Promoter,CpG_chrm,CpG_beg,CpG_end
500,ZMYM6,ZMYM6_1,chr1,35031679,35031739
501,ZMYM6,ZMYM6_2,chr1,35031934,35031994
502,AGO4,AGO4_1,chr1,35079341,35079401
503,ZMYM1,ZMYM1_1,chr1,35079341,35079401
504,SFPQ,SFPQ_1,chr1,35193134,35193194
505,KIAA0319L,KIAA0319L_1,chr1,35557392,35557452
506,NCDN,NCDN_1,chr1,35557770,35557830
507,TFAP2E,TFAP2E_1,chr1,35573264,35573324
508,PSMB2,PSMB2_1,chr1,35641508,35641568
509,C1orf216,C1orf216_1,chr1,35718873,35718933
510,CLSPN,CLSPN_1,chr1,35769956,35770016
511,AGO4,AGO4_2,chr1,35807586,35807646
512,AGO4,AGO4_3,chr1,35808100,35808160
513,AGO1,AGO1_1,chr1,35883165,35883225
514,AGO3,AGO3_2,chr1,35930668,35930728
515,AGO3,AGO3_1,chr1,35931202,35931262
516,TEKT2,TEKT2_1,chr1,36084054,36084114
517,ADPRHL2,ADPRHL2_1,chr1,36088845,36088905
518,COL8A2,COL8A2_2,chr1,36100203,36100263
519,COL8A2,COL8A2_1,chr1,36125729,36125789
520,TRAPPC3,TRAPPC3_1,chr1,36149475,36149535
521,MAP7D1,MAP7D1_2,chr1,36155861,36155921
522,MAP7D1,MAP7D1_1,chr1,36156132,36156192
523,THRAP3,THRAP3_1,chr1,36224397,36224457
524,STK40,STK40_1,chr1,36385904,36385964
525,STK40,STK40_2,chr1,36386520,36386580
526,LSM10,LSM10_1,chr1,36397895,36397955
527,OSCP1,OSCP1_1,chr1,36450437,36450497
528,MRPS15,MRPS15_1,chr1,36464371,36464431
529,CSF3R,CSF3R_1,chr1,36482902,36482962
530,GRIK3,GRIK3_1,chr1,37034602,37034662
531,ZC3H12A,ZC3H12A_2,chr1,37474378,37474438
532,ZC3H12A,ZC3H12A_1,chr1,37474530,37474590
533,MEAF6,MEAF6_1,chr1,37514743,37514803
534,SNIP1,SNIP1_1,chr1,37554282,37554342
535,DNALI1,DNALI1_1,chr1,37556930,37556990
536,GNL2,GNL2_1,chr1,37595924,37595984
537,RSPO1,RSPO1_2,chr1,37634632,37634692
538,RSPO1,RSPO1_1,chr1,37634879,37634939
539,C1orf109,C1orf109_2,chr1,37690518,37690578
540,C1orf109,C1orf109_1,chr1,37692231,37692291
541,CDCA8,CDCA8_1,chr1,37692466,37692526
542,EPHA10,EPHA10_2,chr1,37752931,37752991
543,EPHA10,EPHA10_1,chr1,37765109,37765169
544,MANEAL,MANEAL_1,chr1,37793797,37793857
545,C1orf122,C1orf122_2,chr1,37808007,37808067
546,YRDC,YRDC_1,chr1,37808167,37808227
547,C1orf122,C1orf122_1,chr1,37808228,37808288
548,MTF1,MTF1_1,chr1,37859581,37859641
549,INPP5B,INPP5B_1,chr1,37947040,37947100
550,SF3A3,SF3A3_1,chr1,37990011,37990071
551,SF3A3,SF3A3_3,chr1,37996113,37996173
552,FHL3,FHL3_1,chr1,38005503,38005563
553,SF3A3,SF3A3_2,chr1,38005504,38005564
554,UTP11,UTP11_1,chr1,38012684,38012744
555,RRAGC,RRAGC_1,chr1,38859738,38859798
556,AKIRIN1,AKIRIN1_2,chr1,38859874,38859934
557,MYCBP,MYCBP_2,chr1,38873021,38873081
558,MYCBP,MYCBP_1,chr1,38873337,38873397
559,AKIRIN1,AKIRIN1_1,chr1,38991238,38991298
560,NDUFS5,NDUFS5_1,chr1,39026300,39026360
561,BMP8A,BMP8A_1,chr1,39491586,39491646
562,PABPC4,PABPC4_1,chr1,39576779,39576839
563,HEYL,HEYL_1,chr1,39639623,39639683
564,HEYL,HEYL_2,chr1,39639973,39640033
565,NT5C1A,NT5C1A_1,chr1,39672096,39672156
566,HPCAL4,HPCAL4_1,chr1,39691421,39691481
567,HPCAL4,HPCAL4_2,chr1,39691674,39691734
568,PPIE,PPIE_1,chr1,39738842,39738902
569,BMP8B,BMP8B_1,chr1,39788844,39788904
570,TRIT1,TRIT1_1,chr1,39883493,39883553
571,MYCL,MYCL_1,chr1,39901995,39902055
572,MFSD2A,MFSD2A_1,chr1,39955098,39955158
573,CAP1,CAP1_2,chr1,40040190,40040250
574,CAP1,CAP1_1,chr1,40040708,40040768
575,PPT1,PPT1_1,chr1,40097241,40097301
576,RLF,RLF_1,chr1,40161337,40161397
577,ZMPSTE24,ZMPSTE24_2,chr1,40258011,40258071
578,ZMPSTE24,ZMPSTE24_1,chr1,40258186,40258246
579,COL9A2,COL9A2_1,chr1,40317271,40317331
580,SMAP2,SMAP2_2,chr1,40344784,40344844
581,SMAP2,SMAP2_1,chr1,40373677,40373737
582,SMAP2,SMAP2_3,chr1,40374581,40374641
583,ZFP69B,ZFP69B_1,chr1,40450065,40450125
584,ZFP69B,ZFP69B_3,chr1,40450533,40450593
585,ZFP69,ZFP69_1,chr1,40477240,40477300
586,EXO5,EXO5_1,chr1,40508717,40508777
587,ZNF684,ZNF684_1,chr1,40508718,40508778
588,ZNF684,ZNF684_2,chr1,40531511,40531571
589,ZNF684,ZNF684_3,chr1,40531624,40531684
590,RIMS3,RIMS3_2,chr1,40665666,40665726
591,NFYC,NFYC_1,chr1,40691654,40691714
592,NFYC,NFYC_3,chr1,40691857,40691917
593,RIMS3,RIMS3_1,chr1,40692055,40692115
594,NFYC,NFYC_2,chr1,40709316,40709376
595,KCNQ4,KCNQ4_1,chr1,40783764,40783824
596,CTPS1,CTPS1_2,chr1,40979267,40979327
597,CTPS1,CTPS1_1,chr1,40979705,40979765
598,SCMH1,SCMH1_1,chr1,41242108,41242168
599,HIVEP3,HIVEP3_3,chr1,41918674,41918734
600,HIVEP3,HIVEP3_1,chr1,42035923,42035983
601,FOXJ3,FOXJ3_1,chr1,42335221,42335281
602,FOXJ3,FOXJ3_2,chr1,42335869,42335929
603,RIMKLA,RIMKLA_1,chr1,42380744,42380804
604,CCDC30,CCDC30_3,chr1,42456057,42456117
605,ZMYND12,ZMYND12_1,chr1,42456245,42456305
606,ZMYND12,ZMYND12_2,chr1,42456437,42456497
607,PPCS,PPCS_1,chr1,42456493,42456553
608,CCDC30,CCDC30_2,chr1,42456512,42456572
609,CCDC30,CCDC30_4,chr1,42456975,42457035
610,CCDC30,CCDC30_1,chr1,42463236,42463296
611,PPIH,PPIH_1,chr1,42658373,42658433
612,YBX1,YBX1_1,chr1,42682378,42682438
613,P3H1,P3H1_1,chr1,42767017,42767077
614,C1orf50,C1orf50_1,chr1,42767214,42767274
615,C1orf50,C1orf50_2,chr1,42767625,42767685
616,ERMAP,ERMAP_1,chr1,42817072,42817132
617,SVBP,SVBP_2,chr1,42817384,42817444
618,SVBP,SVBP_1,chr1,42846411,42846471
619,ZNF691,ZNF691_1,chr1,42846564,42846624
620,SLC2A1,SLC2A1_1,chr1,42958857,42958917
621,CFAP57,CFAP57_1,chr1,43172302,43172362
622,TIE1,TIE1_1,chr1,43300955,43301015
623,MPL,MPL_1,chr1,43337782,43337842
624,CDC20,CDC20_1,chr1,43358932,43358992
625,ELOVL1,ELOVL1_1,chr1,43368000,43368060
626,MED8,MED8_1,chr1,43389789,43389849
627,SZT2,SZT2_1,chr1,43389879,43389939
628,HYI,HYI_2,chr1,43453641,43453701
629,HYI,HYI_1,chr1,43453898,43453958
630,PTPRF,PTPRF_1,chr1,43530836,43530896
631,KDM4A,KDM4A_1,chr1,43650108,43650168
632,KDM4A,KDM4A_2,chr1,43650456,43650516
633,ST3GAL3,ST3GAL3_1,chr1,43707486,43707546
634,ARTN,ARTN_2,chr1,43933230,43933290
635,ARTN,ARTN_1,chr1,43933751,43933811
636,ARTN,ARTN_3,chr1,43935887,43935947
637,IPO13,IPO13_1,chr1,43946916,43946976
638,DPH2,DPH2_1,chr1,43969960,43970020
639,ATP6V0B,ATP6V0B_1,chr1,43974910,43974970
640,B4GALT2,B4GALT2_3,chr1,43978931,43978991
641,B4GALT2,B4GALT2_1,chr1,43979168,43979228
642,B4GALT2,B4GALT2_4,chr1,43979402,43979462
643,B4GALT2,B4GALT2_2,chr1,43979640,43979700
644,CCDC24,CCDC24_1,chr1,43991549,43991609
645,SLC6A9,SLC6A9_1,chr1,44031451,44031511
646,KLF17,KLF17_2,chr1,44048325,44048385
647,DMAP1,DMAP1_1,chr1,44213421,44213481
648,ERI3,ERI3_1,chr1,44355238,44355298
649,RNF220,RNF220_1,chr1,44405205,44405265
650,RNF220,RNF220_2,chr1,44405325,44405385
651,TMEM53,TMEM53_1,chr1,44674470,44674530
652,C1orf228,C1orf228_1,chr1,44674664,44674724
653,KIF2C,KIF2C_1,chr1,44739812,44739872
654,RPS8,RPS8_1,chr1,44775524,44775584
655,PLK3,PLK3_2,chr1,44799894,44799954
656,PLK3,PLK3_1,chr1,44800327,44800387
657,PTCH2,PTCH2_2,chr1,44843059,44843119
658,PTCH2,PTCH2_1,chr1,44843242,44843302
659,EIF2B3,EIF2B3_1,chr1,44986584,44986644
660,UROD,UROD_1,chr1,45012204,45012264
661,ZSWIM5,ZSWIM5_2,chr1,45206364,45206424
662,ZSWIM5,ZSWIM5_1,chr1,45206568,45206628
663,TOE1,TOE1_1,chr1,45339672,45339732
664,MUTYH,MUTYH_1,chr1,45339953,45340013
665,MUTYH,MUTYH_3,chr1,45340109,45340169
666,TOE1,TOE1_2,chr1,45340171,45340231
667,MUTYH,MUTYH_2,chr1,45340403,45340463
668,TESK2,TESK2_1,chr1,45491152,45491212
669,CCDC163P,CCDC163P_2,chr1,45499932,45499992
670,CCDC163P,CCDC163P_1,chr1,45500062,45500122
671,NASP,NASP_2,chr1,45500269,45500329
672,PRDX1,PRDX1_1,chr1,45521873,45521933
673,AKR1A1,AKR1A1_1,chr1,45551015,45551075
674,NASP,NASP_1,chr1,45583995,45584055
675,GPBP1L1,GPBP1L1_1,chr1,45686516,45686576
676,TMEM69,TMEM69_1,chr1,45688146,45688206
677,IPP,IPP_1,chr1,45750617,45750677
678,MAST2,MAST2_1,chr1,45803562,45803622
679,PIK3R3,PIK3R3_5,chr1,46043812,46043872
680,PIK3R3,PIK3R3_1,chr1,46132618,46132678
681,PIK3R3,PIK3R3_3,chr1,46132841,46132901
682,PIK3R3,PIK3R3_2,chr1,46133041,46133101
683,POMGNT1,POMGNT1_1,chr1,46198423,46198483
684,LURAP1,LURAP1_2,chr1,46202865,46202925
685,LURAP1,LURAP1_1,chr1,46203284,46203344
686,RAD54L,RAD54L_1,chr1,46247713,46247773
687,UQCRH,UQCRH_2,chr1,46300861,46300921
688,LRRC41,LRRC41_1,chr1,46303266,46303326
689,UQCRH,UQCRH_1,chr1,46303648,46303708
690,NSUN4,NSUN4_2,chr1,46340123,46340183
691,NSUN4,NSUN4_1,chr1,46340757,46340817
692,FAAH,FAAH_3,chr1,46393997,46394057
693,FAAH,FAAH_1,chr1,46394267,46394327
694,DMBX1,DMBX1_1,chr1,46489786,46489846
695,DMBX1,DMBX1_3,chr1,46490477,46490537
696,KNCN,KNCN_1,chr1,46550001,46550061
697,MKNK1,MKNK1_1,chr1,46604242,46604302
698,MOB3C,MOB3C_2,chr1,46613771,46613831
699,MOB3C,MOB3C_1,chr1,46616800,46616860
700,ATPAF1,ATPAF1_1,chr1,46668353,46668413
701,EFCAB14,EFCAB14_1,chr1,46719093,46719153
702,CYP4X1,CYP4X1_1,chr1,47023525,47023585
703,TAL1,TAL1_2,chr1,47229342,47229402
704,TAL1,TAL1_3,chr1,47231769,47231829
705,TAL1,TAL1_1,chr1,47232304,47232364
706,STIL,STIL_1,chr1,47314136,47314196
707,CMPK1,CMPK1_1,chr1,47333741,47333801
708,CMPK1,CMPK1_2,chr1,47333864,47333924
709,TRABD2B,TRABD2B_1,chr1,47996868,47996928
710,SPATA6,SPATA6_2,chr1,48471995,48472055
711,SPATA6,SPATA6_1,chr1,48472166,48472226
712,BEND5,BEND5_1,chr1,48776820,48776880
713,BEND5,BEND5_2,chr1,48776991,48777051
714,AGBL4,AGBL4_1,chr1,50023902,50023962
715,ELAVL4,ELAVL4_1,chr1,50108870,50108930
716,FAF1,FAF1_3,chr1,50960150,50960210
717,FAF1,FAF1_2,chr1,50960256,50960316
718,CDKN2C,CDKN2C_1,chr1,50968656,50968716
719,CDKN2C,CDKN2C_2,chr1,50970195,50970255
720,RNF11,RNF11_2,chr1,51235974,51236034
721,RNF11,RNF11_1,chr1,51236250,51236310
722,RNF11,RNF11_3,chr1,51236465,51236525
723,TTC39A,TTC39A_3,chr1,51330551,51330611
724,TTC39A,TTC39A_1,chr1,51345105,51345165
725,OSBPL9,OSBPL9_3,chr1,51518222,51518282
726,EPS15,EPS15_2,chr1,51519246,51519306
727,EPS15,EPS15_1,chr1,51519255,51519315
728,FAF1,FAF1_1,chr1,51519255,51519315
729,EPS15,EPS15_3,chr1,51519356,51519416
730,OSBPL9,OSBPL9_1,chr1,51617042,51617102
731,OSBPL9,OSBPL9_2,chr1,51729807,51729867
732,NRDC,NRDC_1,chr1,51878716,51878776
733,RAB3B,RAB3B_1,chr1,51990689,51990749
734,TXNDC12,TXNDC12_1,chr1,52055180,52055240
735,TXNDC12,TXNDC12_2,chr1,52056165,52056225
736,BTF3L4,BTF3L4_1,chr1,52056264,52056324
737,ZFYVE9,ZFYVE9_3,chr1,52141259,52141319
738,ZFYVE9,ZFYVE9_2,chr1,52142270,52142330
739,CC2D1B,CC2D1B_1,chr1,52366166,52366226
740,ORC1,ORC1_1,chr1,52404401,52404461
741,PRPF38A,PRPF38A_1,chr1,52404552,52404612
742,ZCCHC11,ZCCHC11_1,chr1,52553081,52553141
743,ZCCHC11,ZCCHC11_2,chr1,52553452,52553512
744,GPX7,GPX7_1,chr1,52602350,52602410
745,FAM159A,FAM159A_1,chr1,52632891,52632951
746,FAM159A,FAM159A_2,chr1,52633307,52633367
747,ZCCHC11,ZCCHC11_3,chr1,52633539,52633599
748,COA7,COA7_1,chr1,52698336,52698396
749,ZYG11B,ZYG11B_1,chr1,52726403,52726463
750,ECHDC2,ECHDC2_1,chr1,52921718,52921778
751,SCP2,SCP2_1,chr1,52927236,52927296
752,SCP2,SCP2_2,chr1,53014898,53014958
753,PODN,PODN_1,chr1,53062163,53062223
754,CPT2,CPT2_1,chr1,53196774,53196834
755,C1orf123,C1orf123_1,chr1,53220593,53220653
756,MAGOH,MAGOH_1,chr1,53238507,53238567
757,LRP8,LRP8_2,chr1,53327864,53327924
758,LRP8,LRP8_1,chr1,53328059,53328119
759,NDC1,NDC1_1,chr1,53838285,53838345
760,YIPF1,YIPF1_1,chr1,53889786,53889846
761,HSPB11,HSPB11_3,chr1,53945563,53945623
762,YIPF1,YIPF1_2,chr1,53945563,53945623
763,HSPB11,HSPB11_1,chr1,53945688,53945748
764,LRRC42,LRRC42_2,chr1,53946027,53946087
765,HSPB11,HSPB11_2,chr1,53946294,53946354
766,LRRC42,LRRC42_1,chr1,53946303,53946363
767,LRRC42,LRRC42_3,chr1,53946602,53946662
768,TMEM59,TMEM59_1,chr1,54053193,54053253
769,TMEM59,TMEM59_2,chr1,54053410,54053470
770,TCEANC2,TCEANC2_1,chr1,54053587,54053647
771,CYB5RL,CYB5RL_1,chr1,54200019,54200079
772,MRPL37,MRPL37_1,chr1,54200133,54200193
773,SSBP3,SSBP3_3,chr1,54406143,54406203
774,SSBP3,SSBP3_1,chr1,54406383,54406443
775,ACOT11,ACOT11_2,chr1,54542234,54542294
776,ACOT11,ACOT11_1,chr1,54548178,54548238
777,TTC4,TTC4_1,chr1,54715815,54715875
778,TTC4,TTC4_2,chr1,54716608,54716668
779,PARS2,PARS2_1,chr1,54764512,54764572
780,TMEM61,TMEM61_2,chr1,54886810,54886870
781,DHCR24,DHCR24_1,chr1,54887184,54887244
782,TMEM61,TMEM61_1,chr1,54980578,54980638
783,PCSK9,PCSK9_1,chr1,55039498,55039558
784,PLPP3,PLPP3_6,chr1,56495596,56495656
785,PLPP3,PLPP3_3,chr1,56516995,56517055
786,PLPP3,PLPP3_2,chr1,56579396,56579456
787,PLPP3,PLPP3_1,chr1,56579531,56579591
788,PRKAA2,PRKAA2_1,chr1,56645264,56645324
789,OMA1,OMA1_1,chr1,58546703,58546763
790,MYSM1,MYSM1_1,chr1,58700050,58700110
791,JUN,JUN_1,chr1,58784005,58784065
792,FGGY,FGGY_3,chr1,59296357,59296417
793,FGGY,FGGY_1,chr1,59296906,59296966
794,FGGY,FGGY_2,chr1,59297038,59297098
795,HOOK1,HOOK1_2,chr1,59814741,59814801
796,HOOK1,HOOK1_1,chr1,59814904,59814964
797,CYP2J2,CYP2J2_1,chr1,59926760,59926820
798,C1orf87,C1orf87_1,chr1,60073759,60073819
799,C1orf87,C1orf87_3,chr1,60133061,60133121
800,NFIA,NFIA_3,chr1,61082208,61082268
801,NFIA,NFIA_2,chr1,61082373,61082433
802,NFIA,NFIA_1,chr1,61082529,61082589
803,TM2D1,TM2D1_1,chr1,61725122,61725182
804,TM2D1,TM2D1_2,chr1,61725452,61725512
805,PATJ,PATJ_1,chr1,61742430,61742490
806,L1TD1,L1TD1_1,chr1,62194799,62194859
807,KANK4,KANK4_1,chr1,62319345,62319405
808,USP1,USP1_1,chr1,62436621,62436681
809,USP1,USP1_2,chr1,62437000,62437060
810,KANK4,KANK4_2,chr1,62437572,62437632
811,DOCK7,DOCK7_1,chr1,62688333,62688393
812,ATG4C,ATG4C_3,chr1,62688432,62688492
813,ATG4C,ATG4C_1,chr1,62784087,62784147
814,ALG6,ALG6_1,chr1,63367577,63367637
815,ITGB3BP,ITGB3BP_1,chr1,63523214,63523274
816,EFCAB7,EFCAB7_1,chr1,63523349,63523409
817,EFCAB7,EFCAB7_2,chr1,63523522,63523582
818,PGM1,PGM1_1,chr1,63593361,63593421
819,ITGB3BP,ITGB3BP_2,chr1,63593720,63593780
820,ITGB3BP,ITGB3BP_3,chr1,63594537,63594597
821,ROR1,ROR1_1,chr1,63773967,63774027
822,CACHD1,CACHD1_1,chr1,64470079,64470139
823,CACHD1,CACHD1_2,chr1,64505827,64505887
824,RAVER2,RAVER2_2,chr1,64744923,64744983
825,RAVER2,RAVER2_1,chr1,64745025,64745085
826,AK4,AK4_2,chr1,65147590,65147650
827,AK4,AK4_1,chr1,65148153,65148213
828,DNAJC6,DNAJC6_2,chr1,65264727,65264787
829,DNAJC6,DNAJC6_3,chr1,65309493,65309553
830,LEPROT,LEPROT_7,chr1,65420502,65420562
831,LEPR,LEPR_2,chr1,65420618,65420678
832,LEPROT,LEPROT_1,chr1,65420651,65420711
833,LEPR,LEPR_3,chr1,65420651,65420711
834,LEPROT,LEPROT_3,chr1,65420668,65420728
835,LEPR,LEPR_4,chr1,65422451,65422511
836,LEPROT,LEPROT_4,chr1,65429922,65429982
837,LEPR,LEPR_1,chr1,65525601,65525661
838,PDE4B,PDE4B_3,chr1,65793123,65793183
839,PDE4B,PDE4B_1,chr1,66332195,66332255
840,SGIP1,SGIP1_2,chr1,66533543,66533603
841,SGIP1,SGIP1_1,chr1,66534103,66534163
842,TCTEX1D1,TCTEX1D1_1,chr1,66752409,66752469
843,WDR78,WDR78_1,chr1,66924845,66924905
844,MIER1,MIER1_1,chr1,66924940,66925000
845,WDR78,WDR78_2,chr1,66925195,66925255
846,WDR78,WDR78_3,chr1,66925372,66925432
847,MIER1,MIER1_2,chr1,66930220,66930280
848,MIER1,MIER1_3,chr1,66930330,66930390
849,SLC35D1,SLC35D1_1,chr1,67054100,67054160
850,C1orf141,C1orf141_1,chr1,67134959,67135019
851,IL12RB2,IL12RB2_2,chr1,67307317,67307377
852,IL12RB2,IL12RB2_1,chr1,67307823,67307883
853,SERBP1,SERBP1_1,chr1,67430391,67430451
854,GADD45A,GADD45A_1,chr1,67685151,67685211
855,GNG12,GNG12_1,chr1,67833456,67833516
856,WLS,WLS_1,chr1,68232512,68232572
857,DEPDC1,DEPDC1_1,chr1,68497071,68497131
858,LRRC7,LRRC7_1,chr1,69568246,69568306
859,LRRC40,LRRC40_1,chr1,70205549,70205609
860,SRSF11,SRSF11_1,chr1,70205674,70205734
861,SRSF11,SRSF11_2,chr1,70221427,70221487
862,HHLA3,HHLA3_2,chr1,70354353,70354413
863,ANKRD13C,ANKRD13C_1,chr1,70354711,70354771
864,HHLA3,HHLA3_1,chr1,70354761,70354821
865,CTH,CTH_1,chr1,70411218,70411278
866,PTGER3,PTGER3_1,chr1,71047800,71047860
867,ZRANB2,ZRANB2_1,chr1,71081024,71081084
868,NEGR1,NEGR1_2,chr1,72282487,72282547
869,NEGR1,NEGR1_1,chr1,72282836,72282896
870,LRRIQ3,LRRIQ3_1,chr1,74198165,74198225
871,FPGT,FPGT_1,chr1,74198194,74198254
872,TYW3,TYW3_2,chr1,74732422,74732482
873,CRYZ,CRYZ_1,chr1,74733037,74733097
874,TYW3,TYW3_1,chr1,74733102,74733162
875,SLC44A5,SLC44A5_1,chr1,75615998,75616058
876,ACADM,ACADM_2,chr1,75724381,75724441
877,ACADM,ACADM_1,chr1,75724659,75724719
878,RABGGTB,RABGGTB_1,chr1,75786206,75786266
879,RABGGTB,RABGGTB_3,chr1,75786634,75786694
880,RABGGTB,RABGGTB_4,chr1,75787023,75787083
881,RABGGTB,RABGGTB_2,chr1,75787432,75787492
882,ST6GALNAC3,ST6GALNAC3_1,chr1,76074696,76074756
883,ST6GALNAC5,ST6GALNAC5_1,chr1,76867430,76867490
884,PIGK,PIGK_1,chr1,77219415,77219475
885,AK5,AK5_1,chr1,77282006,77282066
886,AK5,AK5_2,chr1,77282552,77282612
887,ZZZ3,ZZZ3_2,chr1,77682647,77682707
888,ZZZ3,ZZZ3_1,chr1,77683387,77683447
889,USP33,USP33_1,chr1,77759800,77759860
890,MIGA1,MIGA1_1,chr1,77779608,77779668
891,NEXN,NEXN_2,chr1,77888446,77888506
892,NEXN,NEXN_1,chr1,77888574,77888634
893,FUBP1,FUBP1_1,chr1,77979053,77979113
894,DNAJB4,DNAJB4_2,chr1,77979217,77979277
895,DNAJB4,DNAJB4_5,chr1,77979486,77979546
896,DNAJB4,DNAJB4_1,chr1,78004889,78004949
897,GIPC2,GIPC2_1,chr1,78045916,78045976
898,GIPC2,GIPC2_2,chr1,78046017,78046077
899,PTGFR,PTGFR_1,chr1,78490937,78490997
900,IFI44L,IFI44L_1,chr1,78620398,78620458
901,IFI44,IFI44_1,chr1,78649781,78649841
902,ADGRL4,ADGRL4_1,chr1,79006611,79006671
903,ADGRL4,ADGRL4_2,chr1,79006722,79006782
904,ADGRL2,ADGRL2_3,chr1,81306116,81306176
905,ADGRL2,ADGRL2_1,chr1,81800328,81800388
906,ADGRL2,ADGRL2_2,chr1,81801411,81801471
907,TTLL7,TTLL7_1,chr1,83999046,83999106
908,TTLL7,TTLL7_2,chr1,83999153,83999213
909,PRKACB,PRKACB_1,chr1,84078029,84078089
910,PRKACB,PRKACB_2,chr1,84144221,84144281
911,DNASE2B,DNASE2B_1,chr1,84298433,84298493
912,SAMD13,SAMD13_1,chr1,84301658,84301718
913,RPF1,RPF1_1,chr1,84479217,84479277
914,GNG5,GNG5_3,chr1,84506172,84506232
915,GNG5,GNG5_2,chr1,84506566,84506626
916,CTBS,CTBS_1,chr1,84574429,84574489
917,GNG5,GNG5_1,chr1,84574429,84574489
918,CTBS,CTBS_2,chr1,84574464,84574524
919,SSX2IP,SSX2IP_2,chr1,84690235,84690295
920,SSX2IP,SSX2IP_1,chr1,84690450,84690510
921,LPAR3,LPAR3_1,chr1,84893195,84893255
922,MCOLN2,MCOLN2_1,chr1,84997098,84997158
923,WDR63,WDR63_2,chr1,84997192,84997252
924,MCOLN3,MCOLN3_2,chr1,85048115,85048175
925,MCOLN3,MCOLN3_1,chr1,85048489,85048549
926,WDR63,WDR63_1,chr1,85062294,85062354
927,SYDE2,SYDE2_1,chr1,85200431,85200491
928,C1orf52,C1orf52_1,chr1,85259643,85259703
929,BCL10,BCL10_1,chr1,85276357,85276417
930,DDAH1,DDAH1_1,chr1,85465148,85465208
931,DDAH1,DDAH1_2,chr1,85578186,85578246
932,DDAH1,DDAH1_3,chr1,85578482,85578542
933,CYR61,CYR61_1,chr1,85580711,85580771
934,DDAH1,DDAH1_4,chr1,85581362,85581422
935,ZNHIT6,ZNHIT6_1,chr1,85708404,85708464
936,COL24A1,COL24A1_2,chr1,86156761,86156821
937,COL24A1,COL24A1_1,chr1,86156973,86157033
938,ODF2L,ODF2L_1,chr1,86396272,86396332
939,SH3GLB1,SH3GLB1_1,chr1,86704526,86704586
940,SH3GLB1,SH3GLB1_2,chr1,86704783,86704843
941,SEP15,SEP15_1,chr1,86914114,86914174
942,SEP15,SEP15_2,chr1,86914359,86914419
943,HS2ST1,HS2ST1_2,chr1,86914585,86914645
944,HS2ST1,HS2ST1_1,chr1,86914695,86914755
945,LMO4,LMO4_1,chr1,87328429,87328489
946,LMO4,LMO4_2,chr1,87328832,87328892
947,LMO4,LMO4_3,chr1,87331682,87331742
948,PKN2,PKN2_1,chr1,88684223,88684283
949,PKN2,PKN2_2,chr1,88684435,88684495
950,GTF2B,GTF2B_1,chr1,88891556,88891616
951,CCBL2,CCBL2_1,chr1,88992618,88992678
952,RBMXL1,RBMXL1_2,chr1,88992746,88992806
953,CCBL2,CCBL2_2,chr1,88992925,88992985
954,GBP1,GBP1_2,chr1,89065197,89065257
955,GBP1,GBP1_1,chr1,89065309,89065369
956,GBP2,GBP2_2,chr1,89125850,89125910
957,GBP2,GBP2_1,chr1,89126103,89126163
958,GBP4,GBP4_1,chr1,89198916,89198976
959,LRRC8B,LRRC8B_1,chr1,89524304,89524364
960,LRRC8C,LRRC8C_2,chr1,89632669,89632729
961,LRRC8C,LRRC8C_1,chr1,89633077,89633137
962,LRRC8D,LRRC8D_3,chr1,89821889,89821949
963,LRRC8D,LRRC8D_6,chr1,89843116,89843176
964,LRRC8D,LRRC8D_2,chr1,89843401,89843461
965,LRRC8D,LRRC8D_4,chr1,89843605,89843665
966,LRRC8D,LRRC8D_5,chr1,89844164,89844224
967,ZNF326,ZNF326_1,chr1,89995060,89995120
968,ZNF644,ZNF644_4,chr1,91021468,91021528
969,ZNF644,ZNF644_3,chr1,91021674,91021734
970,ZNF644,ZNF644_1,chr1,91022024,91022084
971,ZNF644,ZNF644_2,chr1,91022279,91022339
972,HFM1,HFM1_2,chr1,91404660,91404720
973,HFM1,HFM1_1,chr1,91404810,91404870
974,CDC7,CDC7_1,chr1,91500818,91500878
975,CDC7,CDC7_2,chr1,91501062,91501122
976,TGFBR3,TGFBR3_1,chr1,91886110,91886170
977,EPHX4,EPHX4_1,chr1,92029942,92030002
978,BTBD8,BTBD8_2,chr1,92080290,92080350
979,RPAP2,RPAP2_2,chr1,92080295,92080355
980,GLMN,GLMN_1,chr1,92298976,92299036
981,RPAP2,RPAP2_1,chr1,92299009,92299069
982,GFI1,GFI1_2,chr1,92483801,92483861
983,GFI1,GFI1_1,chr1,92486084,92486144
984,RPL5,RPL5_1,chr1,92831990,92832050
985,EVI5,EVI5_1,chr1,92961451,92961511
986,FAM69A,FAM69A_1,chr1,92961451,92961511
987,MTF2,MTF2_1,chr1,93079233,93079293
988,CCDC18,CCDC18_1,chr1,93179838,93179898
989,TMED5,TMED5_1,chr1,93180402,93180462
990,CCDC18,CCDC18_2,chr1,93180674,93180734
991,TMED5,TMED5_3,chr1,93180675,93180735
992,TMED5,TMED5_4,chr1,93181147,93181207
993,TMED5,TMED5_2,chr1,93345779,93345839
994,DR1,DR1_1,chr1,93345857,93345917
995,DR1,DR1_2,chr1,93346535,93346595
996,FNBP1L,FNBP1L_1,chr1,93448080,93448140
997,BCAR3,BCAR3_1,chr1,93681826,93681886
998,BCAR3,BCAR3_2,chr1,93847208,93847268
999,BCAR3,BCAR3_6,chr1,93847487,93847547
